,disease,taxon_rank_level,ncbi_taxon_id,samples,abus_mean,abus_median,abus_sd,scientific_name
0,D015179,species,820,1200,4.40898625412301,2.2055349349975586,5.6907622054447735,Bacteroides uniformis
1,D015179,species,821,1178,4.221002866450162,2.0283550024032593,5.537682009489607,Bacteroides vulgatus
2,D015179,species,40520,1136,0.7881103221898742,0.28889599442481995,1.2053802844061055,Blautia obeum
3,D015179,species,853,1088,4.945107109381431,2.9671449661254883,5.801469366709555,Faecalibacterium prausnitzii
4,D015179,species,818,1080,1.130429730092665,0.4605659991502762,2.1040540172042044,Bacteroides thetaiotaomicron
5,D015179,species,28116,1080,1.2245322579274553,0.3950269967317581,2.5009798948660755,Bacteroides ovatus
6,D015179,species,357276,1079,2.1982475474394922,0.3356660008430481,5.35928618125949,Bacteroides dorei
7,D015179,species,28117,1076,2.3430603707946185,1.3596050143241882,2.723257547127503,Alistipes putredinis
8,D015179,species,39491,1044,2.894136789372542,0.16213499754667282,5.700693623907228,[Eubacterium] rectale
9,D015179,species,823,1015,0.5073959061331426,0.1854040026664734,1.1631953780112243,Parabacteroides distasonis
10,D015179,species,46503,1009,1.3134771993067518,0.7024800181388855,1.6012885539044455,Parabacteroides merdae
11,D015179,species,39488,978,0.4420718684851024,0.0884695015847683,0.9468668690610232,[Eubacterium] hallii
12,D015179,species,410072,978,0.554534458257934,0.21432999521493912,0.8232715030543946,Coprococcus comes
13,D015179,species,88431,968,0.6603970036371758,0.12912999838590622,1.2864112174450506,Dorea longicatena
14,D015179,species,328814,966,0.5683515396012055,0.25508949160575867,0.92314503307664,Alistipes shahii
15,D015179,species,562,927,3.61075767125528,0.7406100034713745,7.385706059022012,Escherichia coli
16,D015179,species,360807,925,1.0525812090049824,0.31492799520492554,2.0653896888041094,Roseburia inulinivorans
17,D015179,species,47678,921,1.225323114141882,0.5175399780273438,2.8663918589045303,Bacteroides caccae
18,D015179,species,817,916,1.1001525644935028,0.20684950053691864,2.9282897282889055,Bacteroides fragilis
19,D015179,species,33039,916,1.8659205901344749,0.8032099902629852,2.8134047613936386,[Ruminococcus] torques
20,D015179,species,40518,908,3.267202141497248,0.9659599959850311,4.704187145998899,Ruminococcus bromii
21,D015179,species,371601,898,1.0096419846129494,0.20969600230455399,2.9035372172371203,Bacteroides xylanisolvens
22,D015179,species,39486,897,0.42151897025084095,0.18326899409294128,0.7361454714254425,Dorea formicigenerans
23,D015179,species,328813,897,1.1406865694487984,0.2805599868297577,2.08713170016931,Alistipes onderdonkii
24,D015179,species,39485,891,0.9345539048511126,0.38888099789619446,1.426886274746795,[Eubacterium] eligens
25,D015179,species,74426,878,0.7710872027650224,0.29141949117183685,1.2215865845346905,Collinsella aerofaciens
26,D015179,species,46506,856,2.5655438904735677,0.4850344955921173,4.64757070662894,Bacteroides stercoris
27,D015179,species,1535,843,0.3044367709452168,0.08010999858379364,0.901997134025024,[Clostridium] leptum
28,D015179,species,166486,841,1.0048172814197347,0.059870000928640366,3.118086286119266,Roseburia intestinalis
29,D015179,species,246787,836,0.9668454398253926,0.109375,2.2258582499957718,Bacteroides cellulosilyticus
30,D015179,species,1304,819,0.5687345705986971,0.0570203997194767,1.5784776751443423,Streptococcus salivarius
31,D015179,species,208479,800,0.5525702790240757,0.027256499975919724,2.239891289992332,[Clostridium] bolteae
32,D015179,species,204516,791,1.4622918069288318,0.2863999903202057,2.7186753406754014,Bacteroides massiliensis
33,D015179,species,239935,791,3.61677996217317,0.42590001225471497,7.669834209371794,Akkermansia muciniphila
34,D015179,species,33038,770,0.5014242428166689,0.040111301466822624,1.217678173233797,[Ruminococcus] gnavus
35,D015179,species,301301,766,0.3743834236448153,0.0672648511826992,0.9459739679739578,Roseburia hominis
36,D015179,species,1512,750,0.23153206929548953,0.05080314911901951,0.8110640627808007,[Clostridium] symbiosum
37,D015179,species,39492,748,1.358807244810449,0.25341999530792236,2.939869299050973,[Eubacterium] siraeum
38,D015179,species,214856,740,0.3153717832206206,0.08178499713540077,0.6344387799185508,Alistipes finegoldii
39,D015179,species,218538,735,1.809570328539418,0.12376099824905396,3.695204561178523,Dialister invisus
40,D015179,species,216816,726,1.1683412651638352,0.32310500741004944,2.119029032949109,Bifidobacterium longum
41,D015179,species,1308,701,0.2964466951851658,0.07378260046243668,0.5539261402866903,Streptococcus thermophilus
42,D015179,species,39490,698,0.27547277704803247,0.10795000195503235,0.4334960373368409,Eubacterium ramulus
43,D015179,species,39496,694,0.33511468398534716,0.11152549833059311,0.6092404576907524,Eubacterium ventriosum
44,D015179,species,165179,694,6.822517779852939,0.15625400096178055,13.045595517949966,Prevotella copri
45,D015179,species,29466,668,0.7538823620814006,0.05623500049114227,2.200633269680754,Veillonella parvula
46,D015179,species,28037,666,0.35911833357899525,0.03324894979596138,1.1433665119935619,Streptococcus mitis
47,D015179,species,291645,656,0.275172658728568,0.05668624863028526,0.9133234147841424,Bacteroides nordii
48,D015179,species,28111,634,1.6359241271902618,0.05014350078999996,4.97808924359963,Bacteroides eggerthii
49,D015179,species,28118,634,0.599096339004772,0.3233944922685623,0.9154420498374907,Odoribacter splanchnicus
50,D015179,species,310298,634,3.8074800760113585,0.3509940057992935,7.8797150371897855,Bacteroides coprocola
51,D015179,species,35833,623,0.0721085399704504,0.03181000053882599,0.19770085897032522,Bilophila wadsworthia
52,D015179,species,329854,608,0.31459388248070974,0.03731510043144226,0.7155076666380844,Bacteroides intestinalis
53,D015179,species,46228,607,0.6535899235875211,0.08478999882936478,1.205894718238909,Ruminococcus lactaris
54,D015179,species,1680,599,1.7966911396910479,0.34994399547576904,3.62434941189613,Bifidobacterium adolescentis
55,D015179,species,40519,594,0.3887235075438212,0.06905185058712959,0.7620082860417892,Ruminococcus callidus
56,D015179,species,1343,587,0.3441414044371652,0.027670200914144516,1.716150195976709,Streptococcus vestibularis
57,D015179,species,1297750,578,1.1473976421616263,0.5083134770393372,2.080321721160762,Bacteroides luti
58,D015179,species,169435,575,0.25598702821313685,0.04521720111370087,0.6176013572233039,Anaerotruncus colihominis
59,D015179,species,69825,574,0.3140205151445268,0.09227089956402779,0.7869566605073482,[Clostridium] indolis
60,D015179,species,487175,562,0.3739239964447232,0.03874469920992851,1.0733347817785788,Parasutterella excrementihominis
61,D015179,species,351091,558,0.8540051334400287,0.31978650391101837,1.4055708654540673,Oscillibacter valericigenes
62,D015179,species,1303,536,0.1869797899652535,0.028767899610102177,0.5483194513600866,Streptococcus oralis
63,D015179,species,84030,533,0.2299421594510297,0.04202960059046745,1.1680138590141036,[Clostridium] saccharolyticum
64,D015179,species,39778,526,0.4298324546876971,0.029194350354373455,1.3541751777077558,Veillonella dispar
65,D015179,species,154046,525,0.20290562842628873,0.01278039999306202,1.025800922164398,Hungatella hathewayi
66,D015179,species,39484,519,0.16711327357804007,0.058691199868917465,0.2849967071431405,Agathobaculum desmolans
67,D015179,species,729,507,0.33058450346122265,0.026803499087691307,1.5452813278619002,Haemophilus parainfluenzae
68,D015179,species,36847,507,0.2322363059644457,0.05486540123820305,0.630468732154661,Anaerotignum neopropionicum
69,D015179,species,1515,505,0.2810332092767729,0.06832809746265411,0.7037169144789955,Hungateiclostridium thermocellum
70,D015179,species,187327,498,0.5213601393081196,0.023724550381302834,2.005703226672786,Acidaminococcus intestini
71,D015179,species,39777,496,0.43257506503323384,0.029839249327778816,1.9015766023050624,Veillonella atypica
72,D015179,species,310297,496,0.6554774718646689,0.07236174866557121,1.3699778800824345,Bacteroides plebeius
73,D015179,species,454154,492,0.666527486512685,0.11056100204586983,1.5148850015668973,Paraprevotella clara
74,D015179,species,851,489,0.4870197640970654,0.019337600097060204,1.9416147390524319,Fusobacterium nucleatum
75,D015179,species,1532,488,0.1593588826677869,0.01747514959424734,0.5908517705789975,Blautia coccoides
76,D015179,species,84112,487,0.05487002234855639,0.013531199656426907,0.15736913716360082,Eggerthella lenta
77,D015179,species,1465754,485,0.20267904215467106,0.04346879944205284,0.4927884146747375,Alistipes timonensis
78,D015179,species,397865,483,0.41686339580367643,0.03310060128569603,0.9044903663266276,Barnesiella viscericola
79,D015179,species,28026,480,0.5110434732454451,0.06057744845747948,1.2475841193950392,Bifidobacterium pseudocatenulatum
80,D015179,species,328812,478,0.1692203695085908,0.020599800162017345,0.4351499219667118,Parabacteroides goldsteinii
81,D015179,species,387661,478,0.3091076718283224,0.02849350031465292,0.7353479647715803,Parabacteroides johnsonii
82,D015179,species,84026,475,0.5336918880107298,0.05943499878048897,1.7928972549479874,[Clostridium] methylpentosum
83,D015179,species,180311,472,0.0515348179780546,0.01900310069322586,0.114444593668958,Hespellia stercorisuis
84,D015179,species,1735,466,0.6585107602424747,0.09318745136260986,1.416276590482069,Holdemanella biformis
85,D015179,species,61171,466,0.045706191336133524,0.020235000178217888,0.07817988714436064,Holdemania filiformis
86,D015179,species,28446,462,0.15331731837036722,0.03922715038061142,0.3966526156893086,Anaerotignum propionicum
87,D015179,species,52226,461,0.34712176419119173,0.017640000209212303,0.9644620198345739,Mitsuokella multacida
88,D015179,species,291644,451,0.5850289494526224,0.052972301840782166,1.5645783513563276,Bacteroides salyersiae
89,D015179,species,358743,450,0.1390284381549443,0.013594899792224169,1.1739613801919635,[Clostridium] citroniae
90,D015179,species,29348,448,0.2850283908550669,0.035965800285339355,0.7977638764880401,[Clostridium] spiroforme
91,D015179,species,53443,443,0.04749535749133983,0.010204499587416649,0.14181100865200386,Blautia hydrogenotrophica
92,D015179,species,876,431,0.1493194385604169,0.017835399135947227,0.4907172047343961,Desulfovibrio desulfuricans
93,D015179,species,89014,430,0.2658630699041126,0.021788449957966805,0.6874604886628193,Blautia luti
94,D015179,species,1559,426,0.29855498789265555,0.01848595030605793,1.5434029287544984,Clostridium tertium
95,D015179,species,47246,424,0.06321356721165566,0.015094999689608812,0.13432913404165314,[Clostridium] viride
96,D015179,species,871324,420,0.029133555918954137,0.011097700335085392,0.10383258923278033,Bacteroides stercorirosoris
97,D015179,species,33031,414,0.08468795323152216,0.014917199965566397,0.3873543637966495,Peptoniphilus lacrimalis
