,disease,taxon_rank_level,ncbi_taxon_id,samples,abus_mean,abus_median,abus_sd,scientific_name
0,D006262,species,820,11405,4.56131582851698,1.9767800569534302,6.539602470689142,Bacteroides uniformis
1,D006262,species,28116,11052,2.559423098083922,0.76043900847435,5.080512874388802,Bacteroides ovatus
2,D006262,species,821,10997,4.184268909919211,1.172700047492981,7.38571179371102,Bacteroides vulgatus
3,D006262,species,40520,10335,0.772912215763521,0.32980599999427795,1.3441969193531764,Blautia obeum
4,D006262,species,39491,10276,1.9530080362662459,0.09556405246257782,4.946989960449769,[Eubacterium] rectale
5,D006262,species,818,10218,1.1150543042258865,0.3716294914484024,2.836128059983516,Bacteroides thetaiotaomicron
6,D006262,species,823,9965,1.1264621592261828,0.2767300009727478,3.254639482306402,Parabacteroides distasonis
7,D006262,species,357276,9947,1.9413090803842534,0.15433700382709503,6.1671434332874835,Bacteroides dorei
8,D006262,species,47678,9765,1.3806045996931313,0.39538800716400146,3.310014350842229,Bacteroides caccae
9,D006262,species,28117,9753,2.629104861843318,1.039620041847229,3.9833247068898605,Alistipes putredinis
10,D006262,species,216816,9558,1.2336129329883463,0.13482800126075745,5.104636828909124,Bifidobacterium longum
11,D006262,species,39485,9465,1.2677256319218153,0.4216960072517395,2.3853131659134066,[Eubacterium] eligens
12,D006262,species,371601,9160,0.4851003643561527,0.0906323492527008,1.5928706692128827,Bacteroides xylanisolvens
13,D006262,species,1304,9127,0.6000388325286756,0.08651050180196762,2.113663689654059,Streptococcus salivarius
14,D006262,species,328813,9085,0.8830535613936,0.18080000579357147,2.166571998050108,Alistipes onderdonkii
15,D006262,species,301301,9006,0.5659786199271508,0.1901480033993721,1.0408417530010328,Roseburia hominis
16,D006262,species,39488,8938,0.5236331090702883,0.12126799672842026,1.2260541881559595,[Eubacterium] hallii
17,D006262,species,46503,8938,1.4691973565477974,0.3274179995059967,4.29006773471962,Parabacteroides merdae
18,D006262,species,328814,8917,0.6193779485441988,0.23868000507354736,1.025720682346298,Alistipes shahii
19,D006262,species,817,8821,1.739500607120369,0.11533000320196152,6.563645577145219,Bacteroides fragilis
20,D006262,species,40518,8785,2.142777608636092,0.49856001138687134,4.58872726975992,Ruminococcus bromii
21,D006262,species,410072,8677,0.44029862186094854,0.18074999749660492,0.793220295389929,Coprococcus comes
22,D006262,species,39486,8669,0.24658276490025788,0.10500500351190567,0.50085962499977,Dorea formicigenerans
23,D006262,species,33039,8637,0.6430566833651269,0.14145000278949738,1.5988007089883682,[Ruminococcus] torques
24,D006262,species,46506,8566,2.331656340329837,0.17526750266551971,5.596573673147004,Bacteroides stercoris
25,D006262,species,166486,8511,0.636298028759476,0.07457999885082245,1.7613079341282734,Roseburia intestinalis
26,D006262,species,1535,8449,0.3174874733628689,0.10962499678134918,0.8064472766884659,[Clostridium] leptum
27,D006262,species,1680,8362,1.3310312421120778,0.11923550069332123,4.057414242119584,Bifidobacterium adolescentis
28,D006262,species,214856,8137,0.3530588151774882,0.07489989697933197,1.048781747768485,Alistipes finegoldii
29,D006262,species,246787,8129,0.9662929444495149,0.06763330101966858,3.0034966204511657,Bacteroides cellulosilyticus
30,D006262,species,29466,8123,0.6062379840837486,0.037251800298690796,3.2054919212654536,Veillonella parvula
31,D006262,species,1308,8105,0.34414456709651847,0.04082540050148964,1.579854824938112,Streptococcus thermophilus
32,D006262,species,33038,8052,0.7401596509873842,0.03535499982535839,3.132912819830284,[Ruminococcus] gnavus
33,D006262,species,562,8036,2.2247406660688323,0.07400799915194511,8.602522916936616,Escherichia coli
34,D006262,species,208479,7824,0.2632219378409731,0.043077850714325905,1.0063327297660898,[Clostridium] bolteae
35,D006262,species,74426,7804,0.8505963861975152,0.1754549965262413,1.883695861686116,Collinsella aerofaciens
36,D006262,species,729,7801,0.493307202298872,0.046382199972867966,2.432588510776715,Haemophilus parainfluenzae
37,D006262,species,28118,7607,0.4821664384204376,0.22891099750995636,0.6655647090339813,Odoribacter splanchnicus
38,D006262,species,239935,7607,2.5869090590613677,0.20079000294208527,6.583930231372967,Akkermansia muciniphila
39,D006262,species,204516,7606,1.655287263913353,0.21786300092935562,3.7409954759787536,Bacteroides massiliensis
40,D006262,species,165179,7598,8.355234621126947,0.12431199848651886,16.609572308931764,Prevotella copri
41,D006262,species,28037,7556,0.20114864949888217,0.02338230051100254,1.123472312538712,Streptococcus mitis
42,D006262,species,218538,7494,2.099588004454409,0.3173754960298538,4.317564885008635,Dialister invisus
43,D006262,species,39496,7439,0.2352232483817812,0.08110649883747101,0.5199285504653582,Eubacterium ventriosum
44,D006262,species,329854,7375,0.4020004207599016,0.036400001496076584,1.4183604744751641,Bacteroides intestinalis
45,D006262,species,261299,7343,0.2849703161946709,0.05708720162510872,0.7752082120964889,Intestinibacter bartlettii
46,D006262,species,1512,7337,0.19129998102139648,0.049059998244047165,0.715728389841564,[Clostridium] symbiosum
47,D006262,species,28026,7300,1.5264825463911775,0.15966550260782242,4.770109651642362,Bifidobacterium pseudocatenulatum
48,D006262,species,39492,7215,0.9116135067136626,0.12567199766635895,2.552788820198714,[Eubacterium] siraeum
49,D006262,species,487175,7180,0.48560726426136946,0.07570669800043106,1.3431355795861055,Parasutterella excrementihominis
50,D006262,species,39490,6969,0.157073530641194,0.05493000149726868,0.3261853275314047,Eubacterium ramulus
51,D006262,species,169435,6946,0.27133255080858265,0.07986520230770111,0.8352826077263338,Anaerotruncus colihominis
52,D006262,species,853,6930,3.990821101427326,2.3612550497055054,5.386061879554919,Faecalibacterium prausnitzii
53,D006262,species,39778,6769,0.3498476293075836,0.021345699205994606,1.8885900798258104,Veillonella dispar
54,D006262,species,1303,6748,0.25430832488358035,0.021462700329720974,1.855202300045753,Streptococcus oralis
55,D006262,species,40519,6694,0.35472337279822,0.10105950012803078,0.6724736027429387,Ruminococcus callidus
56,D006262,species,69825,6601,0.4202350868744496,0.14202900230884552,1.0540302231053833,[Clostridium] indolis
57,D006262,species,46228,6575,0.3151601807367364,0.030457599088549614,0.9465726354024494,Ruminococcus lactaris
58,D006262,species,1559,6490,0.5139296747484481,0.05317004956305027,2.581239453606104,Clostridium tertium
59,D006262,species,28111,6481,1.5383062288644445,0.02177860029041767,5.907970743882686,Bacteroides eggerthii
60,D006262,species,310298,6474,2.806417845243135,0.057914551347494125,6.961852633582908,Bacteroides coprocola
61,D006262,species,35833,6465,0.15229571390310817,0.03443000093102455,0.443757490422098,Bilophila wadsworthia
62,D006262,species,84030,6458,0.18727968115421448,0.0629596970975399,0.48821036233549253,[Clostridium] saccharolyticum
63,D006262,species,351091,6358,0.8972013490556306,0.3712319880723953,1.5037455266295134,Oscillibacter valericigenes
64,D006262,species,1685,6337,1.6079819965066975,0.07321280241012573,5.580180123311914,Bifidobacterium breve
65,D006262,species,1515,6257,0.3490919297992625,0.10830000042915344,0.7267938107317053,Hungateiclostridium thermocellum
66,D006262,species,88431,6244,0.45325925437686304,0.06639499962329865,0.8843750522589634,Dorea longicatena
67,D006262,species,39484,6210,0.23701630808521665,0.08947800099849701,0.41118614945809207,Agathobaculum desmolans
68,D006262,species,61171,6120,0.039973345126729766,0.016010000370442867,0.08281002531652004,Holdemania filiformis
69,D006262,species,44749,6104,0.24524241167582636,0.05382785014808178,0.58710568914045,Sporobacter termitidis
70,D006262,species,291645,6014,0.08641553268644189,0.016795550473034382,0.5916690084648843,Bacteroides nordii
71,D006262,species,536633,5968,0.5614220775817097,0.11351349949836731,1.577746350872142,Blautia glucerasea
72,D006262,species,84026,5929,0.3388356185250076,0.05406869947910309,0.8706580480990552,[Clostridium] methylpentosum
73,D006262,species,29348,5890,0.3094704230700732,0.0911504477262497,0.9918511655309333,[Clostridium] spiroforme
74,D006262,species,1532,5748,0.0845764692291729,0.026743300259113312,0.30366769003058164,Blautia coccoides
75,D006262,species,397865,5718,0.8710843663852682,0.06967315077781677,2.546376779658771,Barnesiella viscericola
76,D006262,species,84112,5694,0.06502918561886513,0.013778349850326777,0.30331191133356095,Eggerthella lenta
77,D006262,species,78342,5637,0.42952116951216546,0.02401440031826496,1.798610543739367,Bifidobacterium gallicum
78,D006262,species,158787,5588,1.887644668120824,0.03785174898803234,6.342084910029436,Bifidobacterium scardovii
79,D006262,species,36847,5586,0.08626315944353533,0.032600849866867065,0.20588953621255723,Anaerotignum neopropionicum
80,D006262,species,1686,5569,1.547755205227655,0.04924419894814491,4.11359244995263,Bifidobacterium catenulatum
81,D006262,species,1264,5563,0.2815316768609572,0.02928920090198517,1.0634621064888454,Ruminococcus albus
82,D006262,species,28446,5544,0.07566141586237235,0.025562849827110767,0.15333803203163138,Anaerotignum propionicum
83,D006262,species,1465754,5536,0.1582204642468688,0.029649400152266026,0.7062687151529062,Alistipes timonensis
84,D006262,species,33043,5512,0.4851013881961884,0.036052800714969635,1.2406686539368472,Coprococcus eutactus
85,D006262,species,1502,5480,1.2205702984702884,0.010202149860560894,7.276189649060869,Clostridium perfringens
86,D006262,species,1343,5418,0.2768047015311267,0.019883399829268456,1.2570229371060253,Streptococcus vestibularis
87,D006262,species,288965,5398,0.09547373815985001,0.028249049559235573,0.23922657331040326,Hungateiclostridium clariflavum
88,D006262,species,360807,5368,0.7939396726756539,0.24147100001573563,1.6747552401095684,Roseburia inulinivorans
89,D006262,species,1161942,5337,0.24332046812542094,0.020074600353837013,0.9323567853822917,Ruminococcus champanellensis
90,D006262,species,35760,5328,0.30752986637541485,0.024001900106668472,1.019754731048173,Bifidobacterium choerinum
91,D006262,species,387661,5201,0.636913849174347,0.04593480005860329,1.7915211479175503,Parabacteroides johnsonii
92,D006262,species,454154,5178,0.63772971738321,0.10111900046467781,1.5791938411715787,Paraprevotella clara
93,D006262,species,1265,5144,0.13657989793804007,0.015589249785989523,0.5204660310424378,Ruminococcus flavefaciens
94,D006262,species,1681,5136,0.9885249185076433,0.026607399806380272,4.283701650661351,Bifidobacterium bifidum
95,D006262,species,39777,5102,0.12237185331032549,0.012626899871975183,0.6236534806540528,Veillonella atypica
96,D006262,species,626937,5055,0.18881680435353304,0.02751220017671585,0.5614652332845738,Christensenella minuta
97,D006262,species,29363,4935,0.46647214751899746,0.015974000096321106,3.2992396267831388,Clostridium paraputrificum
98,D006262,species,341225,4932,0.17046669561330896,0.023540650494396687,0.529945418361639,[Clostridium] saccharogumia
99,D006262,species,187327,4905,0.6486433162093037,0.05200929939746857,1.6819052808464539,Acidaminococcus intestini
100,D006262,species,310297,4896,1.1457069835687717,0.017559150233864784,3.621769245323333,Bacteroides plebeius
101,D006262,species,28025,4844,0.16928819180838864,0.012536800000816584,1.1831939241495897,Bifidobacterium animalis
102,D006262,species,328812,4839,0.13039027508845077,0.010468600317835808,0.7460024118987727,Parabacteroides goldsteinii
103,D006262,species,626932,4823,0.2049375134319333,0.056162599474191666,0.474952978126025,Alistipes indistinctus
104,D006262,species,36745,4802,0.09290346717081509,0.013613800052553415,0.28002254740477855,Clostridium saccharoperbutylacetonicum
105,D006262,species,1689,4747,0.46983406760115576,0.018160000443458557,3.284339064344305,Bifidobacterium dentium
106,D006262,species,1694,4687,0.10866547414957364,0.01706079952418804,0.3466028624574511,Bifidobacterium pseudolongum
107,D006262,species,762212,4671,0.33908522479274933,0.022209100425243378,1.5560447844893852,Bifidobacterium biavatii
108,D006262,species,1735,4666,0.7989415481692275,0.12091750279068947,1.8162657011357384,Holdemanella biformis
109,D006262,species,1755626,4478,7.766430889200398,6.1734700202941895,7.353991898764169,Faecalibacterium sp. MC_41
110,D006262,species,1520,4445,0.1645104668056147,0.011970999650657177,0.9074995302374084,Clostridium beijerinckii
111,D006262,species,1297750,4418,0.7468945766212556,0.07586009800434113,2.3061285323990974,Bacteroides luti
112,D006262,species,143393,4390,0.03975732948698902,0.010295200161635876,0.11900484197419717,[Eubacterium] sulci
113,D006262,species,105841,4383,0.06286356658889652,0.012946699745953083,0.39154646826071265,Anaerostipes caccae
114,D006262,species,1691,4375,0.1066538042692002,0.01712379977107048,0.23300207470007517,Bifidobacterium indicum
115,D006262,species,29375,4332,0.1211269749268197,0.017687750048935413,0.5128159379883767,[Clostridium] xylanolyticum
116,D006262,species,645466,4265,0.02982629420184608,0.011412300169467926,0.06411192225193854,Anaerostipes butyraticus
117,D006262,species,33035,4216,0.2987913498584549,0.07560839876532555,0.8436457773990672,Blautia producta
118,D006262,species,52787,4153,0.04697655536343849,0.013910500332713127,0.16876855890193826,Anaerofilum pentosovorans
119,D006262,species,1547,4086,0.24399309297491223,0.0129809002391994,1.3170829224744032,Erysipelatoclostridium ramosum
120,D006262,species,29370,4068,0.062027717917064566,0.02376869972795248,0.15057824152867255,[Clostridium] sphenoides
121,D006262,species,36835,4062,0.1077185363441049,0.011328000109642744,0.556746304105669,[Clostridium] colinum
122,D006262,species,338188,4045,0.5682895442681146,0.02832690067589283,2.280653764858078,Bacteroides finegoldii
123,D006262,species,291644,3986,0.36789548416175005,0.010975250042974949,1.1877653116889986,Bacteroides salyersiae
124,D006262,species,876,3890,0.0687788831152252,0.010475450195372105,0.2312831127791388,Desulfovibrio desulfuricans
125,D006262,species,762210,3779,1.8213050816331602,0.05635970085859299,6.278294873772912,Bifidobacterium saguini
126,D006262,species,39497,3777,0.12021184106727754,0.024489400908350945,0.24374430105009176,Eubacterium xylanophilum
127,D006262,species,1352,3635,0.43592104053131914,0.01200109999626875,2.998758727987431,Enterococcus faecium
128,D006262,species,1492,3610,0.3995344908384806,0.017193050123751163,2.1690891591389403,Clostridium butyricum
129,D006262,species,437898,3602,0.19279351777377285,0.02363514993339777,0.5802577226903034,Sutterella parvirubra
130,D006262,species,574375,3565,0.0673232595899977,0.013122400268912315,0.23723391542249914,Bacillus gaemokensis
131,D006262,species,626930,3446,0.11293383081831662,0.028553299605846405,0.45590432990039403,Bacteroides fluxus
132,D006262,species,1504,3337,0.22714722892139017,0.01627659983932972,0.7886457930785382,Clostridium septicum
133,D006262,species,2173,3330,1.2010636609848486,0.11211150139570236,3.4414350271610696,Methanobrevibacter smithii
134,D006262,species,52226,3081,0.12533630622588612,0.010148299857974052,0.6296679515856818,Mitsuokella multacida
135,D006262,species,84031,3054,0.13444664408407733,0.01819170080125332,0.9905938058379922,Clostridium sartagoforme
136,D006262,species,502558,3017,0.07307983839286677,0.01591789908707142,0.19903828721086042,Eggerthella sp. YY7918
137,D006262,species,1522,2980,0.08792998885594061,0.011156050022691488,0.3748734404387473,[Clostridium] innocuum
138,D006262,species,446660,2878,0.07475975816558628,0.011865000240504742,0.18588336214718315,Adlercreutzia equolifaciens
139,D006262,species,901,2809,0.23346620671899648,0.03689030185341835,0.46130690325706775,Desulfovibrio piger
140,D006262,species,658087,2711,0.10926800436724474,0.04376000165939331,0.27893121348704936,Lachnospiraceae bacterium 7_1_58FAA
141,D006262,species,28161,2709,0.2738511472582588,0.012410899624228477,1.2314398263023172,Conservatibacter flavescens
142,D006262,species,89014,2644,0.23988481667042688,0.09016374871134758,0.5360574391480137,Blautia luti
143,D006262,species,487174,2638,2.3656970620301747,1.5367199778556824,2.7382329022368705,Barnesiella intestinihominis
144,D006262,species,78345,2594,1.5046872879370217,0.07690979912877083,4.519074918667391,Bifidobacterium merycicum
145,D006262,species,356829,2538,0.04117158062971898,0.011220399755984545,0.13249732129166578,Bifidobacterium tsurumiense
146,D006262,species,1118061,2432,0.9731117189659244,0.4269549995660782,1.280172483423997,Alistipes obesi
