,disease,taxon_rank_level,ncbi_taxon_id,samples,abus_mean,abus_median,abus_sd,scientific_name
0,D003967,species,821,275,5.443896955068313,2.4439098834991455,7.631108311449887,Bacteroides vulgatus
1,D003967,species,818,271,1.4587422033326294,0.44407498836517334,3.496731293071315,Bacteroides thetaiotaomicron
2,D003967,species,28116,271,2.4267980712551855,1.1255899667739868,3.901685306356962,Bacteroides ovatus
3,D003967,species,820,267,3.1996234243043418,1.3541100025177002,4.540680953948359,Bacteroides uniformis
4,D003967,species,40520,262,0.9984951565824276,0.5822330117225647,1.4855350240694536,Blautia obeum
5,D003967,species,216816,244,1.1912329723858956,0.1711999997496605,3.3045165027748924,Bifidobacterium longum
6,D003967,species,823,240,0.7917379016767275,0.3288469910621643,1.40329795540433,Parabacteroides distasonis
7,D003967,species,39485,238,1.1166603576329326,0.5272650122642517,1.570592065394526,[Eubacterium] eligens
8,D003967,species,47678,235,0.9024983167752346,0.14597900211811066,2.038739645408509,Bacteroides caccae
9,D003967,species,28117,234,1.3677009172707375,0.6106894910335541,2.091909873021256,Alistipes putredinis
10,D003967,species,39486,228,0.30439145653550087,0.10819349810481071,0.6926017827840283,Dorea formicigenerans
11,D003967,species,46503,225,0.8983817417534171,0.19887199997901917,1.6777115300072591,Parabacteroides merdae
12,D003967,species,357276,223,1.2026340493085614,0.05330749973654747,4.505069609123119,Bacteroides dorei
13,D003967,species,46506,221,1.762061120360685,0.09423919767141342,4.596533996089027,Bacteroides stercoris
14,D003967,species,246787,218,0.8834894503359448,0.07530834898352623,2.059480710354767,Bacteroides cellulosilyticus
15,D003967,species,817,217,1.9624280826089913,0.23350800573825836,5.304300536460093,Bacteroides fragilis
16,D003967,species,239935,217,1.5598265660077995,0.14112000167369843,3.983302538359314,Akkermansia muciniphila
17,D003967,species,1308,214,0.30156819014722985,0.05978525057435036,0.7006734084816431,Streptococcus thermophilus
18,D003967,species,410072,214,0.3453749506663592,0.1059110015630722,0.6183475946067252,Coprococcus comes
19,D003967,species,328813,212,0.5565157146039331,0.15422599762678146,1.2076813529169081,Alistipes onderdonkii
20,D003967,species,33038,211,0.3779346480334675,0.028576500713825226,1.6523580751118074,[Ruminococcus] gnavus
21,D003967,species,165179,208,5.822565497861853,0.057242998853325844,13.928768135913646,Prevotella copri
22,D003967,species,1535,207,0.26267643848204636,0.08703000098466873,0.5576856469049897,[Clostridium] leptum
23,D003967,species,301301,207,0.48896908558171764,0.19861799478530884,0.7882250172149873,Roseburia hominis
24,D003967,species,371601,207,0.10990940270492564,0.03624790161848068,0.276767842647386,Bacteroides xylanisolvens
25,D003967,species,208479,206,0.21401123273145697,0.04480554908514023,0.5723046352106705,[Clostridium] bolteae
26,D003967,species,1512,205,0.3169942489552607,0.0705529972910881,1.2184276937220586,[Clostridium] symbiosum
27,D003967,species,33039,204,1.146657901994117,0.025483599863946438,3.57588259676445,[Ruminococcus] torques
28,D003967,species,166486,199,0.2571234176158858,0.045531000941991806,0.662213136156052,Roseburia intestinalis
29,D003967,species,204516,199,1.0037121744516386,0.07704540342092514,1.9475566157597783,Bacteroides massiliensis
30,D003967,species,562,198,15.476545489592493,0.739425003528595,25.360607996227206,Escherichia coli
31,D003967,species,28037,197,0.11276190488171252,0.019840000197291374,0.38664662933323907,Streptococcus mitis
32,D003967,species,39491,197,1.5665590783436654,0.02185790054500103,4.231620117819707,[Eubacterium] rectale
33,D003967,species,1755626,197,7.617744437628071,5.228839874267578,7.301632427770044,Faecalibacterium sp. MC_41
34,D003967,species,536633,196,0.9881485582053737,0.44538550078868866,1.7443037299121662,Blautia glucerasea
35,D003967,species,218538,195,2.286607534026739,0.40116000175476074,5.166464857858896,Dialister invisus
36,D003967,species,1680,193,0.7751877118400274,0.1457190066576004,1.856055514677642,Bifidobacterium adolescentis
37,D003967,species,351091,193,0.903940437102227,0.40894100069999695,1.4300557123269333,Oscillibacter valericigenes
38,D003967,species,69825,190,0.5724022004361216,0.2631000131368637,1.0446515160081162,[Clostridium] indolis
39,D003967,species,169435,189,0.16579326338420508,0.09752999991178513,0.31729478218469437,Anaerotruncus colihominis
40,D003967,species,84030,188,0.20422157491408685,0.10308100283145905,0.2878342459473848,[Clostridium] saccharolyticum
41,D003967,species,328814,187,0.30562350051732795,0.10961099714040756,0.48259904560029526,Alistipes shahii
42,D003967,species,329854,187,0.23682782164386368,0.031398799270391464,0.7560113128013748,Bacteroides intestinalis
43,D003967,species,39484,185,0.25455273858120514,0.12988300621509552,0.37256691908118994,Agathobaculum desmolans
44,D003967,species,39496,185,0.14854672633086305,0.07898149639368057,0.19026722859279524,Eubacterium ventriosum
45,D003967,species,1515,184,0.36060493179273023,0.08646764978766441,0.6967696829368977,Hungateiclostridium thermocellum
46,D003967,species,29348,183,0.5010144053742066,0.2411469966173172,0.7990318744337491,[Clostridium] spiroforme
47,D003967,species,40518,182,0.9876254593600406,0.09018205106258392,2.422737857566627,Ruminococcus bromii
48,D003967,species,729,181,0.3792630049289646,0.043540000915527344,1.0352056693150467,Haemophilus parainfluenzae
49,D003967,species,187327,180,0.6904524654412955,0.07696205005049706,1.9326621939071593,Acidaminococcus intestini
50,D003967,species,626930,180,0.1430064402701747,0.05583935044705868,0.23726400500842643,Bacteroides fluxus
51,D003967,species,33035,177,0.09584369779799408,0.04344800114631653,0.2162596741559154,Blautia producta
52,D003967,species,39488,176,0.7500989736141822,0.013161499984562397,2.5444875808672847,[Eubacterium] hallii
53,D003967,species,28118,175,0.24653876907291955,0.1265449970960617,0.3910745810877273,Odoribacter splanchnicus
54,D003967,species,39492,174,0.8200769916293211,0.11369049921631813,1.7450465505846156,[Eubacterium] siraeum
55,D003967,species,1685,171,0.5140349467906881,0.12968799471855164,1.3834643415332988,Bifidobacterium breve
56,D003967,species,44749,171,0.3202848134001401,0.09218180179595947,0.729696070528458,Sporobacter termitidis
57,D003967,species,33043,168,0.5418025458403419,0.03182394988834858,1.21860712171147,Coprococcus eutactus
58,D003967,species,214856,168,0.283977384349176,0.059902651235461235,0.5783650647281015,Alistipes finegoldii
59,D003967,species,261299,166,0.2324170227836136,0.048438649624586105,0.7899876924637366,Intestinibacter bartlettii
60,D003967,species,29370,165,0.05429395974303285,0.024522699415683746,0.09635197263143312,[Clostridium] sphenoides
61,D003967,species,35833,164,0.1792892151463936,0.08279769867658615,0.36846395966132944,Bilophila wadsworthia
62,D003967,species,1465754,164,0.0926229137751251,0.03421350009739399,0.25764067725288786,Alistipes timonensis
63,D003967,species,39778,162,0.0978596066052876,0.01539469975978136,0.2461929404886094,Veillonella dispar
64,D003967,species,291645,162,0.06438596949324782,0.019306199625134468,0.24665399208253666,Bacteroides nordii
65,D003967,species,397865,162,0.7246135951912341,0.13462549448013306,1.636874984046585,Barnesiella viscericola
66,D003967,species,626932,162,0.1326603256374379,0.04233025014400482,0.2764304743270603,Alistipes indistinctus
67,D003967,species,29466,161,0.2108119836782817,0.02245889976620674,0.7896022291571348,Veillonella parvula
68,D003967,species,28111,159,0.40690688386928503,0.01604210026562214,1.2372761646313595,Bacteroides eggerthii
69,D003967,species,839,156,0.10950729730897225,0.022535749711096287,0.30787787267868405,Prevotella ruminicola
70,D003967,species,36847,156,0.06151371198566034,0.026810050010681152,0.08813325440644802,Anaerotignum neopropionicum
71,D003967,species,1303,155,0.07942112221893284,0.016112400218844414,0.20475292220764155,Streptococcus oralis
72,D003967,species,28446,155,0.10396163023767933,0.054065000265836716,0.12970128992243016,Anaerotignum propionicum
73,D003967,species,288965,155,0.11586217820013482,0.01827229931950569,0.5591607266677576,Hungateiclostridium clariflavum
74,D003967,species,341225,154,0.04022122496533413,0.018873900175094604,0.07056409514341411,[Clostridium] saccharogumia
75,D003967,species,1304,151,0.35233129499964294,0.017330000177025795,1.3075720431929965,Streptococcus salivarius
76,D003967,species,52787,150,0.06503350040409714,0.016620049253106117,0.2781060898498677,Anaerofilum pentosovorans
77,D003967,species,61171,149,0.04025244855809482,0.022475700825452805,0.04629904881756007,Holdemania filiformis
78,D003967,species,39490,147,0.12865555342556084,0.04913000017404556,0.3014118670252921,Eubacterium ramulus
79,D003967,species,84026,147,0.04392915610445752,0.02327210083603859,0.09750966725664373,[Clostridium] methylpentosum
80,D003967,species,29375,145,0.14049062487460545,0.019147999584674835,0.5341042263222449,[Clostridium] xylanolyticum
81,D003967,species,43675,141,0.059145063638347796,0.011578099802136421,0.24395892648957065,Rothia mucilaginosa
82,D003967,species,78342,141,0.19479270428600753,0.042191099375486374,0.6167980018265965,Bifidobacterium gallicum
83,D003967,species,645466,141,0.032688788058242844,0.016385400667786598,0.04611270427432448,Anaerostipes butyraticus
84,D003967,species,105841,140,0.03333047760908292,0.01797534991055727,0.045685638412958474,Anaerostipes caccae
85,D003967,species,487175,140,0.35764092679975357,0.05642000027000904,0.776700070981004,Parasutterella excrementihominis
86,D003967,species,1264,139,0.42476540956338,0.0543287992477417,0.9926837152072305,Ruminococcus albus
