#relative abundance information for RUN: undefined, at species level
#project_id: PRJEB11419
#original_sample_description: American Gut Project Stool Sample which has healthy
#run_id: ERR1090564
#experiment_type: Amplicon
#instrument_model: Illumina MiSeq
#nr_reads_sequenced: 42934
#host_age: 19
#sex: Female
#BMI: 23.03
#country: United States of America
#longitude: -71.1
#latitude: 42.3
#loaded_uid: 36348
#QCStatus: 1
#QCMessage: 
#Original_Project_description: The American Gut project is the largest crowdsourced citizen science project to date. Fecal, oral, skin, and other body site samples collected from thousands of participants represent the largest human microbiome cohort in existence. Detailed health and lifestyle and diet data associated with each sample is enabling us to deeply examine associations between the human microbiome and factors such as diet (from vegan to near carnivore and everything in between), season, amount of sleep, and disease states such as IBD, diabetes, or autism spectrum disorder-as well as many other factors not listed here. The American Gut project also encompasses the British Gut and Australian Gut projects, widening the cohort beyond North America. As the project continues to grow, we will be able to identify significant associations that would not be possible with smaller, geographically and health/disease status-limited cohorts.
ncbi_taxon_id	relative_abundance	scientific_name
204516	0.00908815	Bacteroides massiliensis
33038	0.463496	[Ruminococcus] gnavus
29347	0.224174	[Clostridium] scindens
47880	0.00302939	Pseudomonas fulva
61171	0.0514995	Holdemania filiformis
267818	0.00302939	Lactobacillus kefiranofaciens
1304	0.00302939	Streptococcus salivarius
28127	0.0151469	Prevotella buccalis
1492	0.00605877	Clostridium butyricum
28116	0.951227	Bacteroides ovatus
341220	0.00302939	Lactonifactor longoviformis
40520	4.05938	Blautia obeum
1402	0.00302939	Bacillus licheniformis
467210	0.00302939	Lachnoanaerobaculum saburreum
36835	0.00302939	[Clostridium] colinum
1527	0.00605877	Anaerocolumna aminovalerica
100716	0.00302939	Chloroherpeton thalassium
626931	0.00605877	Bacteroides oleiciplenus
1303	0.0151469	Streptococcus oralis
58138	0.00302939	Desulfotomaculum acetoxidans
755731	0.00302939	Clostridium sp. BNL1100
52773	0.00908815	Actinomyces meyeri
392838	0.00302939	Bacteroides propionicifaciens
39482	0.00605877	[Eubacterium] contortum
392736	0.00302939	Uliginosibacterium gangwonense
86957	0.00302939	Selenomonas lacticifex
46503	1.0209	Parabacteroides merdae
1352	0.00302939	Enterococcus faecium
28135	0.00605877	Prevotella oris
310298	0.00302939	Bacteroides coprocola
33953	0.00302939	Clostridium aminobutyricum
100884	0.0151469	Coprobacillus cateniformis
291645	0.00605877	Bacteroides nordii
487175	0.190851	Parasutterella excrementihominis
387090	0.00302939	Bacteroides coprophilus
626932	0.0999697	Alistipes indistinctus
28125	0.00605877	Prevotella bivia
33039	0.151469	[Ruminococcus] torques
